interview_id,role,model,num_samples,ca_score,ca_confidence,ca_std,exp_score,exp_confidence,exp_std,ps_score,ps_confidence,ps_std,rel_score,rel_confidence,rel_std,prof_score,prof_confidence,prof_std,comm_score,comm_confidence,comm_std,overall_weighted_score,avg_latency_ms,total_cost,avg_cost_per_sample
customer_service_representative_001,Customer Service Representative,gpt-3.5-turbo,7,4.0,high,0.3499271061118826,3.0,high,0.0,4.0,high,0.0,2.0,high,0.0,3.0,high,0.0,3.0,high,0.3499271061118826,3.45,1039.3062659672328,0.0059745,0.0008535
customer_service_representative_002,Customer Service Representative,gpt-3.5-turbo,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.55,770.6948348454067,0.00532,0.00076
customer_service_representative_003,Customer Service Representative,gpt-3.5-turbo,7,4.0,high,0.0,3.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.0,high,0.45175395145262565,2.0,high,0.0,3.25,919.2311423165457,0.0057925,0.0008275
customer_service_representative_004,Customer Service Representative,gpt-3.5-turbo,7,4.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,3.0,high,0.3499271061118826,2.95,851.3550077165876,0.005522999999999999,0.0007889999999999999
customer_service_representative_005,Customer Service Representative,gpt-3.5-turbo,7,4.0,high,0.0,3.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.25,759.6172264644077,0.0050645,0.0007235000000000001
customer_service_representative_006,Customer Service Representative,gpt-3.5-turbo,7,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,912.9375730242048,0.005820499999999999,0.0008314999999999999
customer_service_representative_007,Customer Service Representative,gpt-3.5-turbo,7,3.0,high,0.4517539514526256,2.0,high,0.4517539514526256,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.55,804.1260923658099,0.005424999999999999,0.0007749999999999999
customer_service_representative_008,Customer Service Representative,gpt-3.5-turbo,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.4948716593053935,9.0,high,0.4948716593053935,9.0,high,0.0,8.4,904.9788202558245,0.008211000000000001,0.0011730000000000002
customer_service_representative_009,Customer Service Representative,gpt-3.5-turbo,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.4,836.7823192051479,0.0081935,0.0011704999999999999
customer_service_representative_010,Customer Service Representative,gpt-3.5-turbo,7,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,789.6664823804583,0.0060444999999999995,0.0008634999999999999
customer_service_representative_011,Customer Service Representative,gpt-3.5-turbo,7,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,965.2656146458218,0.0062404999999999995,0.0008914999999999999
customer_service_representative_012,Customer Service Representative,gpt-3.5-turbo,7,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,804.3879100254604,0.005488,0.000784
customer_service_representative_013,Customer Service Representative,gpt-3.5-turbo,7,8.0,high,0.0,9.0,high,0.0,9.0,high,0.4948716593053935,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.6,784.0850012642996,0.007839999999999998,0.0011199999999999997
customer_service_representative_014,Customer Service Representative,gpt-3.5-turbo,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,9.0,high,0.45175395145262565,9.0,high,0.0,8.4,789.3264974866595,0.008140999999999999,0.0011629999999999998
customer_service_representative_015,Customer Service Representative,gpt-3.5-turbo,7,4.0,high,0.0,3.0,high,0.0,4.0,high,0.3499271061118826,2.0,high,0.0,3.0,high,0.0,3.0,high,0.0,3.45,913.3126395089286,0.005127499999999999,0.0007324999999999999
customer_service_representative_016,Customer Service Representative,gpt-3.5-turbo,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.55,1168.6692919049945,0.0052745,0.0007534999999999999
customer_service_representative_017,Customer Service Representative,gpt-3.5-turbo,7,4.0,high,0.0,3.0,high,0.0,4.0,high,0.0,2.0,high,0.0,3.0,high,0.0,3.0,high,0.0,3.45,835.5106626238141,0.0055615,0.0007945
customer_service_representative_018,Customer Service Representative,gpt-3.5-turbo,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.55,833.5444586617606,0.0054215,0.0007745
customer_service_representative_019,Customer Service Representative,gpt-3.5-turbo,7,3.0,high,0.0,2.0,high,0.0,2.0,high,0.0,1.0,high,0.0,2.0,high,0.0,2.0,high,0.0,2.3,760.6141907828195,0.005582499999999999,0.0007974999999999998
customer_service_representative_020,Customer Service Representative,gpt-3.5-turbo,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.0,high,0.0,2.0,high,0.0,2.5,874.093907220023,0.005225499999999999,0.0007464999999999999
customer_service_representative_021,Customer Service Representative,gpt-3.5-turbo,7,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,1047.1743174961634,0.006412,0.000916
customer_service_representative_022,Customer Service Representative,gpt-3.5-turbo,7,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,1355.2663666861397,0.006219500000000001,0.0008885000000000002
customer_service_representative_023,Customer Service Representative,gpt-3.5-turbo,7,3.0,high,0.0,2.0,high,0.0,2.0,high,0.0,4.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.5,893.796409879412,0.005481,0.000783
customer_service_representative_024,Customer Service Representative,gpt-3.5-turbo,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.0,2.55,1022.4121638706753,0.0052710000000000005,0.0007530000000000001
customer_service_representative_025,Customer Service Representative,gpt-3.5-turbo,7,7.0,high,0.0,6.0,high,0.0,8.0,high,0.4948716593053935,7.0,high,0.4948716593053935,8.0,high,0.4948716593053935,8.0,high,0.0,6.9,819.8738779340472,0.0063035,0.0009005
customer_service_representative_026,Customer Service Representative,gpt-3.5-turbo,7,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,906.6619532448905,0.006261500000000001,0.0008945000000000001
customer_service_representative_027,Customer Service Representative,gpt-3.5-turbo,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.45175395145262565,8.0,high,0.45175395145262565,9.0,high,0.0,8.35,1008.8936260768345,0.008070999999999998,0.0011529999999999997
customer_service_representative_028,Customer Service Representative,gpt-3.5-turbo,7,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,921.0799762180874,0.005985,0.000855
customer_service_representative_029,Customer Service Representative,gpt-3.5-turbo,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,9.0,high,0.4948716593053935,9.0,high,0.0,8.4,907.681907926287,0.0080395,0.0011485
customer_service_representative_030,Customer Service Representative,gpt-3.5-turbo,7,7.0,high,0.0,8.0,high,0.0,8.0,high,0.3499271061118826,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,993.997437613351,0.005775000000000001,0.0008250000000000001
customer_service_representative_031,Customer Service Representative,gpt-3.5-turbo,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.45,1038.6090619223457,0.008301999999999999,0.0011859999999999998
customer_service_representative_032,Customer Service Representative,gpt-3.5-turbo,7,8.0,high,0.0,9.0,high,0.0,9.0,high,0.3499271061118825,8.0,high,0.3499271061118826,9.0,high,0.3499271061118825,9.0,high,0.0,8.6,1070.0289862496513,0.0086625,0.0012375
customer_service_representative_033,Customer Service Representative,gpt-3.5-turbo,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.3499271061118826,9.0,high,0.0,9.0,high,0.0,8.4,816.7011056627546,0.007539,0.001077
customer_service_representative_034,Customer Service Representative,gpt-3.5-turbo,7,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,921.5285437447684,0.0059219999999999984,0.0008459999999999997
customer_service_representative_035,Customer Service Representative,gpt-3.5-turbo,7,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,935.5978284563337,0.006565999999999999,0.0009379999999999998
customer_service_representative_036,Customer Service Representative,gpt-3.5-turbo,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.35,951.3634613582066,0.007703499999999999,0.0011005
customer_service_representative_037,Customer Service Representative,gpt-3.5-turbo,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,2.0,high,0.6998542122237652,2.0,high,0.3499271061118826,2.0,high,0.0,2.5,804.4374329703195,0.005225499999999999,0.0007464999999999999
customer_service_representative_038,Customer Service Representative,gpt-3.5-turbo,7,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,728.7302357809884,0.005911499999999999,0.0008444999999999999
customer_service_representative_039,Customer Service Representative,gpt-3.5-turbo,7,4.0,high,0.4517539514526256,3.0,high,0.4517539514526256,4.0,high,0.4517539514526256,2.0,high,0.0,3.0,high,0.4517539514526256,2.0,high,0.3499271061118826,3.4,865.7986095973423,0.0056454999999999995,0.0008064999999999999
customer_service_representative_040,Customer Service Representative,gpt-3.5-turbo,7,3.0,high,0.0,2.0,high,0.0,3.0,high,0.0,4.0,medium,0.989743318610787,3.0,high,0.0,2.0,high,0.0,2.65,787.0920726231167,0.005397,0.000771
customer_service_representative_041,Customer Service Representative,gpt-3.5-turbo,7,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,824.9024323054722,0.0062475,0.0008925
customer_service_representative_042,Customer Service Representative,gpt-3.5-turbo,7,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.6,771.9601222446987,0.0061005,0.0008715
customer_service_representative_043,Customer Service Representative,gpt-3.5-turbo,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.35,775.5607877458845,0.008553999999999999,0.0012219999999999998
