interview_id,role,run_idx,model,ca,exp,ps,rel,prof,comm,latency_ms,input_tokens,output_tokens,cost
customer_service_representative_001,Customer Service Representative,0,gpt-3.5-turbo,4,3,4,2,3,3,1297.3380088806152,1554,51,0.0008535
customer_service_representative_001,Customer Service Representative,1,gpt-3.5-turbo,4,3,4,2,3,3,1136.4867687225342,1554,51,0.0008535
customer_service_representative_001,Customer Service Representative,2,gpt-3.5-turbo,5,3,4,2,3,4,539.6206378936768,1554,51,0.0008535
customer_service_representative_001,Customer Service Representative,3,gpt-3.5-turbo,4,3,4,2,3,3,1139.3992900848389,1554,51,0.0008535
customer_service_representative_001,Customer Service Representative,4,gpt-3.5-turbo,4,3,4,2,3,3,1331.1991691589355,1554,51,0.0008535
customer_service_representative_001,Customer Service Representative,5,gpt-3.5-turbo,4,3,4,2,3,3,1173.0351448059082,1554,51,0.0008535
customer_service_representative_001,Customer Service Representative,6,gpt-3.5-turbo,4,3,4,2,3,3,658.0648422241211,1554,51,0.0008535
customer_service_representative_002,Customer Service Representative,0,gpt-3.5-turbo,3,2,3,2,3,2,625.2341270446777,1367,51,0.0007599999999999999
customer_service_representative_002,Customer Service Representative,1,gpt-3.5-turbo,3,2,3,2,3,2,778.9750099182129,1367,51,0.0007599999999999999
customer_service_representative_002,Customer Service Representative,2,gpt-3.5-turbo,3,2,3,2,3,2,561.863899230957,1367,51,0.0007599999999999999
customer_service_representative_002,Customer Service Representative,3,gpt-3.5-turbo,3,2,3,2,3,2,809.6098899841309,1367,51,0.0007599999999999999
customer_service_representative_002,Customer Service Representative,4,gpt-3.5-turbo,3,2,3,2,3,2,817.9190158843994,1367,51,0.0007599999999999999
customer_service_representative_002,Customer Service Representative,5,gpt-3.5-turbo,3,2,3,2,3,2,1116.6188716888428,1367,51,0.0007599999999999999
customer_service_representative_002,Customer Service Representative,6,gpt-3.5-turbo,3,2,3,2,3,2,684.643030166626,1367,51,0.0007599999999999999
customer_service_representative_003,Customer Service Representative,0,gpt-3.5-turbo,4,3,3,2,3,2,724.4248390197754,1502,51,0.0008275
customer_service_representative_003,Customer Service Representative,1,gpt-3.5-turbo,4,3,3,2,3,2,751.8270015716553,1502,51,0.0008275
customer_service_representative_003,Customer Service Representative,2,gpt-3.5-turbo,4,3,3,2,3,2,551.6679286956787,1502,51,0.0008275
customer_service_representative_003,Customer Service Representative,3,gpt-3.5-turbo,4,3,3,2,3,2,802.7729988098145,1502,51,0.0008275
customer_service_representative_003,Customer Service Representative,4,gpt-3.5-turbo,4,3,3,2,3,2,796.7441082000732,1502,51,0.0008275
customer_service_representative_003,Customer Service Representative,5,gpt-3.5-turbo,4,3,3,2,2,2,2072.4730491638184,1502,51,0.0008275
customer_service_representative_003,Customer Service Representative,6,gpt-3.5-turbo,4,3,3,2,2,2,734.7080707550049,1502,51,0.0008275
customer_service_representative_004,Customer Service Representative,0,gpt-3.5-turbo,4,2,3,2,3,3,775.0000953674316,1425,51,0.000789
customer_service_representative_004,Customer Service Representative,1,gpt-3.5-turbo,4,2,3,2,3,3,813.9960765838623,1425,51,0.000789
customer_service_representative_004,Customer Service Representative,2,gpt-3.5-turbo,4,2,3,2,3,3,698.2510089874268,1425,51,0.000789
customer_service_representative_004,Customer Service Representative,3,gpt-3.5-turbo,4,2,3,2,3,3,843.28293800354,1425,51,0.000789
customer_service_representative_004,Customer Service Representative,4,gpt-3.5-turbo,4,2,3,2,3,3,1231.4441204071045,1425,51,0.000789
customer_service_representative_004,Customer Service Representative,5,gpt-3.5-turbo,4,2,3,2,3,3,773.3309268951416,1425,51,0.000789
customer_service_representative_004,Customer Service Representative,6,gpt-3.5-turbo,4,2,3,2,3,2,824.1798877716064,1425,51,0.000789
customer_service_representative_005,Customer Service Representative,0,gpt-3.5-turbo,4,3,3,2,3,2,602.3201942443848,1294,51,0.0007235
customer_service_representative_005,Customer Service Representative,1,gpt-3.5-turbo,4,3,3,2,3,2,580.0497531890869,1294,51,0.0007235
customer_service_representative_005,Customer Service Representative,2,gpt-3.5-turbo,4,3,3,2,3,2,1210.8170986175537,1294,51,0.0007235
customer_service_representative_005,Customer Service Representative,3,gpt-3.5-turbo,4,3,3,2,3,2,858.5174083709717,1294,51,0.0007235
customer_service_representative_005,Customer Service Representative,4,gpt-3.5-turbo,4,3,3,2,3,2,574.9549865722656,1294,51,0.0007235
customer_service_representative_005,Customer Service Representative,5,gpt-3.5-turbo,4,3,3,2,3,2,923.0010509490967,1294,51,0.0007235
customer_service_representative_005,Customer Service Representative,6,gpt-3.5-turbo,4,3,3,2,3,2,567.6600933074951,1294,51,0.0007235
customer_service_representative_006,Customer Service Representative,0,gpt-3.5-turbo,7,8,8,7,8,8,836.8299007415771,1510,51,0.0008315
customer_service_representative_006,Customer Service Representative,1,gpt-3.5-turbo,7,8,8,7,8,8,1300.2371788024902,1510,51,0.0008315
customer_service_representative_006,Customer Service Representative,2,gpt-3.5-turbo,7,8,8,7,8,8,585.6790542602539,1510,51,0.0008315
