interview_id,role,run_idx,model,ca,exp,ps,rel,prof,comm,latency_ms,input_tokens,output_tokens,cost
customer_service_representative_001,Customer Service Representative,0,gpt-4o,4,3,5,6,5,4,1000.540018081665,1512,33,0.004110000000000001
customer_service_representative_001,Customer Service Representative,1,gpt-4o,4,3,5,5,5,4,1540.2069091796875,1512,33,0.004110000000000001
customer_service_representative_001,Customer Service Representative,2,gpt-4o,4,3,5,5,5,4,853.858232498169,1512,33,0.004110000000000001
customer_service_representative_001,Customer Service Representative,3,gpt-4o,4,3,5,5,5,4,842.9090976715088,1512,33,0.004110000000000001
customer_service_representative_001,Customer Service Representative,4,gpt-4o,4,3,5,5,5,4,1093.7018394470215,1512,33,0.004110000000000001
customer_service_representative_001,Customer Service Representative,5,gpt-4o,4,3,5,5,5,4,683.851957321167,1512,33,0.004110000000000001
customer_service_representative_001,Customer Service Representative,6,gpt-4o,4,3,5,5,5,4,939.000129699707,1512,33,0.004110000000000001
customer_service_representative_002,Customer Service Representative,0,gpt-4o,3,2,3,4,4,3,820.4827308654785,1341,33,0.0036825
customer_service_representative_002,Customer Service Representative,1,gpt-4o,3,2,3,4,4,3,900.3582000732422,1341,33,0.0036825
customer_service_representative_002,Customer Service Representative,2,gpt-4o,3,2,3,4,4,4,682.6097965240479,1341,33,0.0036825
customer_service_representative_002,Customer Service Representative,3,gpt-4o,3,2,3,4,4,3,868.9820766448975,1341,33,0.0036825
customer_service_representative_002,Customer Service Representative,4,gpt-4o,3,2,3,4,4,3,690.9410953521729,1341,33,0.0036825
customer_service_representative_002,Customer Service Representative,5,gpt-4o,3,2,3,4,4,3,766.3490772247314,1341,33,0.0036825
customer_service_representative_002,Customer Service Representative,6,gpt-4o,3,2,3,4,4,4,940.9918785095215,1341,33,0.0036825
customer_service_representative_003,Customer Service Representative,0,gpt-4o,4,3,4,5,5,4,1288.2170677185059,1478,33,0.004025
customer_service_representative_003,Customer Service Representative,1,gpt-4o,4,3,4,5,5,4,1118.865966796875,1478,33,0.004025
customer_service_representative_003,Customer Service Representative,2,gpt-4o,4,3,4,5,5,4,925.9710311889648,1478,33,0.004025
customer_service_representative_003,Customer Service Representative,3,gpt-4o,4,3,4,5,5,4,1184.7760677337646,1478,33,0.004025
customer_service_representative_003,Customer Service Representative,4,gpt-4o,4,3,4,5,5,4,876.964807510376,1478,33,0.004025
customer_service_representative_003,Customer Service Representative,5,gpt-4o,4,3,4,5,5,4,1185.241937637329,1478,33,0.004025
customer_service_representative_003,Customer Service Representative,6,gpt-4o,4,3,4,5,5,4,823.1689929962158,1478,33,0.004025
customer_service_representative_004,Customer Service Representative,0,gpt-4o,4,2,3,3,4,4,1267.35520362854,1397,33,0.0038225
