interview_id,role,run_idx,model,ca,exp,ps,rel,prof,comm,latency_ms,input_tokens,output_tokens,cost
customer_service_representative_001,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,6,5,6,8,1743.5147762298584,1582,33,0.0
customer_service_representative_001,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,6,5,6,8,1240.6339645385742,1582,33,0.0
customer_service_representative_001,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,6,4,6,5,6,7,1254.321813583374,1582,33,0.0
customer_service_representative_001,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,6,5,6,8,1606.132984161377,1582,33,0.0
customer_service_representative_001,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,6,5,6,8,1332.373857498169,1582,33,0.0
customer_service_representative_001,Customer Service Representative,5,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,6,5,6,8,1169.668197631836,1582,33,0.0
customer_service_representative_001,Customer Service Representative,6,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,6,5,6,8,1277.0330905914307,1582,33,0.0
customer_service_representative_002,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,7,6,7,6,7,8,1123.1269836425781,1395,33,0.0
customer_service_representative_002,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,4,5,4,6,1417.9611206054688,1395,44,0.0
customer_service_representative_002,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,5,5,4,6,1823.8461017608643,1395,44,0.0
customer_service_representative_002,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,5,5,4,6,1469.5179462432861,1395,44,0.0
customer_service_representative_002,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,4,6,4,6,7,8,1074.1121768951416,1395,33,0.0
customer_service_representative_002,Customer Service Representative,5,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,4,5,4,6,1228.2228469848633,1395,44,0.0
customer_service_representative_002,Customer Service Representative,6,meta-llama/Llama-3.1-8B-Instruct:novita,7,6,7,6,7,8,1291.2929058074951,1395,33,0.0
customer_service_representative_003,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,4,6,5,6,7,8,1330.0349712371826,1530,44,0.0
customer_service_representative_003,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,4,6,5,6,7,8,1433.6950778961182,1530,33,0.0
customer_service_representative_003,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,4,6,5,6,7,8,1237.9720211029053,1530,44,0.0
customer_service_representative_003,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,4,6,5,6,7,8,1373.2118606567383,1530,44,0.0
customer_service_representative_003,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,4,6,5,6,6,8,1688.148021697998,1530,33,0.0
customer_service_representative_003,Customer Service Representative,5,meta-llama/Llama-3.1-8B-Instruct:novita,4,6,5,6,7,8,1137.8810405731201,1530,33,0.0
customer_service_representative_003,Customer Service Representative,6,meta-llama/Llama-3.1-8B-Instruct:novita,4,6,5,6,7,8,1420.3908443450928,1530,44,0.0
customer_service_representative_004,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,6,4,6,6,1538.7940406799316,1453,44,0.0
customer_service_representative_004,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,6,3,6,8,1330.4309844970703,1453,33,0.0
customer_service_representative_004,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,5,3,4,6,1386.9860172271729,1453,44,0.0
customer_service_representative_004,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,6,3,6,8,1480.560302734375,1453,44,0.0
customer_service_representative_004,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,5,3,6,8,1100.440263748169,1453,33,0.0
customer_service_representative_004,Customer Service Representative,5,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,5,3,6,6,1356.6839694976807,1453,44,0.0
customer_service_representative_004,Customer Service Representative,6,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,5,3,6,8,1380.4268836975098,1453,33,0.0
customer_service_representative_005,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,4,3,4,6,1168.2157516479492,1322,33,0.0
customer_service_representative_005,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,4,3,4,6,1122.0691204071045,1322,33,0.0
